"","POW_LGA_CODE_2021","LGAName","AgeBracket","NumPeople","Sex","EmploymentType"
"1","20110","Alpine","15 to 19",26,"M","Working Full Time"
"2","20110","Alpine","15 to 19",113,"M","Working Part Time"
"3","20110","Alpine","15 to 19",34,"M","Away From Work"
"4","20110","Alpine","15 to 19",0,"M","Hours Worked Not Stated"
"5","20110","Alpine","20 to 24",83,"M","Working Full Time"
"6","20110","Alpine","20 to 24",70,"M","Working Part Time"
"7","20110","Alpine","20 to 24",8,"M","Away From Work"
"8","20110","Alpine","20 to 24",8,"M","Hours Worked Not Stated"
"9","20110","Alpine","25 to 29",118,"M","Working Full Time"
"10","20110","Alpine","25 to 29",78,"M","Working Part Time"
"11","20110","Alpine","25 to 29",14,"M","Away From Work"
"12","20110","Alpine","25 to 29",8,"M","Hours Worked Not Stated"
"13","20110","Alpine","30 to 34",145,"M","Working Full Time"
"14","20110","Alpine","30 to 34",40,"M","Working Part Time"
"15","20110","Alpine","30 to 34",7,"M","Away From Work"
"16","20110","Alpine","30 to 34",7,"M","Hours Worked Not Stated"
"17","20110","Alpine","35 to 39",158,"M","Working Full Time"
"18","20110","Alpine","35 to 39",39,"M","Working Part Time"
"19","20110","Alpine","35 to 39",9,"M","Away From Work"
"20","20110","Alpine","35 to 39",7,"M","Hours Worked Not Stated"
"21","20110","Alpine","40 to 44",149,"M","Working Full Time"
"22","20110","Alpine","40 to 44",48,"M","Working Part Time"
"23","20110","Alpine","40 to 44",8,"M","Away From Work"
"24","20110","Alpine","40 to 44",0,"M","Hours Worked Not Stated"
"25","20110","Alpine","45 to 49",208,"M","Working Full Time"
"26","20110","Alpine","45 to 49",55,"M","Working Part Time"
"27","20110","Alpine","45 to 49",9,"M","Away From Work"
"28","20110","Alpine","45 to 49",4,"M","Hours Worked Not Stated"
"29","20110","Alpine","50 to 54",208,"M","Working Full Time"
"30","20110","Alpine","50 to 54",52,"M","Working Part Time"
"31","20110","Alpine","50 to 54",12,"M","Away From Work"
"32","20110","Alpine","50 to 54",7,"M","Hours Worked Not Stated"
"33","20110","Alpine","55 to 59",206,"M","Working Full Time"
"34","20110","Alpine","55 to 59",64,"M","Working Part Time"
"35","20110","Alpine","55 to 59",15,"M","Away From Work"
"36","20110","Alpine","55 to 59",9,"M","Hours Worked Not Stated"
"37","20110","Alpine","60 to 64",176,"M","Working Full Time"
"38","20110","Alpine","60 to 64",75,"M","Working Part Time"
"39","20110","Alpine","60 to 64",25,"M","Away From Work"
"40","20110","Alpine","60 to 64",0,"M","Hours Worked Not Stated"
"41","20110","Alpine","65 to 69",85,"M","Working Full Time"
"42","20110","Alpine","65 to 69",68,"M","Working Part Time"
"43","20110","Alpine","65 to 69",15,"M","Away From Work"
"44","20110","Alpine","65 to 69",0,"M","Hours Worked Not Stated"
"45","20110","Alpine","70 to 74",30,"M","Working Full Time"
"46","20110","Alpine","70 to 74",40,"M","Working Part Time"
"47","20110","Alpine","70 to 74",0,"M","Away From Work"
"48","20110","Alpine","70 to 74",7,"M","Hours Worked Not Stated"
"49","20110","Alpine","75 or over",23,"M","Working Full Time"
"50","20110","Alpine","75 or over",29,"M","Working Part Time"
"51","20110","Alpine","75 or over",0,"M","Away From Work"
"52","20110","Alpine","75 or over",4,"M","Hours Worked Not Stated"
"53","20110","Alpine","15 to 19",9,"F","Working Full Time"
"54","20110","Alpine","15 to 19",125,"F","Working Part Time"
"55","20110","Alpine","15 to 19",33,"F","Away From Work"
"56","20110","Alpine","15 to 19",7,"F","Hours Worked Not Stated"
"57","20110","Alpine","20 to 24",52,"F","Working Full Time"
"58","20110","Alpine","20 to 24",86,"F","Working Part Time"
"59","20110","Alpine","20 to 24",18,"F","Away From Work"
"60","20110","Alpine","20 to 24",6,"F","Hours Worked Not Stated"
"61","20110","Alpine","25 to 29",68,"F","Working Full Time"
"62","20110","Alpine","25 to 29",80,"F","Working Part Time"
"63","20110","Alpine","25 to 29",15,"F","Away From Work"
"64","20110","Alpine","25 to 29",3,"F","Hours Worked Not Stated"
"65","20110","Alpine","30 to 34",79,"F","Working Full Time"
"66","20110","Alpine","30 to 34",106,"F","Working Part Time"
"67","20110","Alpine","30 to 34",19,"F","Away From Work"
"68","20110","Alpine","30 to 34",3,"F","Hours Worked Not Stated"
"69","20110","Alpine","35 to 39",61,"F","Working Full Time"
"70","20110","Alpine","35 to 39",150,"F","Working Part Time"
"71","20110","Alpine","35 to 39",19,"F","Away From Work"
"72","20110","Alpine","35 to 39",0,"F","Hours Worked Not Stated"
"73","20110","Alpine","40 to 44",103,"F","Working Full Time"
"74","20110","Alpine","40 to 44",134,"F","Working Part Time"
"75","20110","Alpine","40 to 44",9,"F","Away From Work"
"76","20110","Alpine","40 to 44",5,"F","Hours Worked Not Stated"
"77","20110","Alpine","45 to 49",142,"F","Working Full Time"
"78","20110","Alpine","45 to 49",147,"F","Working Part Time"
"79","20110","Alpine","45 to 49",10,"F","Away From Work"
"80","20110","Alpine","45 to 49",4,"F","Hours Worked Not Stated"
"81","20110","Alpine","50 to 54",134,"F","Working Full Time"
"82","20110","Alpine","50 to 54",138,"F","Working Part Time"
"83","20110","Alpine","50 to 54",23,"F","Away From Work"
"84","20110","Alpine","50 to 54",11,"F","Hours Worked Not Stated"
"85","20110","Alpine","55 to 59",137,"F","Working Full Time"
"86","20110","Alpine","55 to 59",166,"F","Working Part Time"
"87","20110","Alpine","55 to 59",15,"F","Away From Work"
"88","20110","Alpine","55 to 59",6,"F","Hours Worked Not Stated"
"89","20110","Alpine","60 to 64",93,"F","Working Full Time"
"90","20110","Alpine","60 to 64",175,"F","Working Part Time"
"91","20110","Alpine","60 to 64",21,"F","Away From Work"
"92","20110","Alpine","60 to 64",6,"F","Hours Worked Not Stated"
"93","20110","Alpine","65 to 69",42,"F","Working Full Time"
"94","20110","Alpine","65 to 69",91,"F","Working Part Time"
"95","20110","Alpine","65 to 69",19,"F","Away From Work"
"96","20110","Alpine","65 to 69",3,"F","Hours Worked Not Stated"
"97","20110","Alpine","70 to 74",11,"F","Working Full Time"
"98","20110","Alpine","70 to 74",32,"F","Working Part Time"
"99","20110","Alpine","70 to 74",7,"F","Away From Work"
"100","20110","Alpine","70 to 74",0,"F","Hours Worked Not Stated"
"101","20110","Alpine","75 or over",5,"F","Working Full Time"
"102","20110","Alpine","75 or over",17,"F","Working Part Time"
"103","20110","Alpine","75 or over",0,"F","Away From Work"
"104","20110","Alpine","75 or over",5,"F","Hours Worked Not Stated"
"105","20260","Ararat","15 to 19",53,"M","Working Full Time"
"106","20260","Ararat","15 to 19",83,"M","Working Part Time"
"107","20260","Ararat","15 to 19",10,"M","Away From Work"
"108","20260","Ararat","15 to 19",8,"M","Hours Worked Not Stated"
"109","20260","Ararat","20 to 24",135,"M","Working Full Time"
"110","20260","Ararat","20 to 24",46,"M","Working Part Time"
"111","20260","Ararat","20 to 24",3,"M","Away From Work"
"112","20260","Ararat","20 to 24",4,"M","Hours Worked Not Stated"
"113","20260","Ararat","25 to 29",195,"M","Working Full Time"
"114","20260","Ararat","25 to 29",48,"M","Working Part Time"
"115","20260","Ararat","25 to 29",15,"M","Away From Work"
"116","20260","Ararat","25 to 29",3,"M","Hours Worked Not Stated"
"117","20260","Ararat","30 to 34",217,"M","Working Full Time"
"118","20260","Ararat","30 to 34",36,"M","Working Part Time"
"119","20260","Ararat","30 to 34",5,"M","Away From Work"
"120","20260","Ararat","30 to 34",0,"M","Hours Worked Not Stated"
"121","20260","Ararat","35 to 39",166,"M","Working Full Time"
"122","20260","Ararat","35 to 39",41,"M","Working Part Time"
"123","20260","Ararat","35 to 39",14,"M","Away From Work"
"124","20260","Ararat","35 to 39",4,"M","Hours Worked Not Stated"
"125","20260","Ararat","40 to 44",199,"M","Working Full Time"
"126","20260","Ararat","40 to 44",28,"M","Working Part Time"
"127","20260","Ararat","40 to 44",6,"M","Away From Work"
"128","20260","Ararat","40 to 44",6,"M","Hours Worked Not Stated"
"129","20260","Ararat","45 to 49",198,"M","Working Full Time"
"130","20260","Ararat","45 to 49",24,"M","Working Part Time"
"131","20260","Ararat","45 to 49",13,"M","Away From Work"
"132","20260","Ararat","45 to 49",0,"M","Hours Worked Not Stated"
"133","20260","Ararat","50 to 54",248,"M","Working Full Time"
"134","20260","Ararat","50 to 54",44,"M","Working Part Time"
"135","20260","Ararat","50 to 54",12,"M","Away From Work"
"136","20260","Ararat","50 to 54",4,"M","Hours Worked Not Stated"
"137","20260","Ararat","55 to 59",214,"M","Working Full Time"
"138","20260","Ararat","55 to 59",40,"M","Working Part Time"
"139","20260","Ararat","55 to 59",11,"M","Away From Work"
"140","20260","Ararat","55 to 59",8,"M","Hours Worked Not Stated"
"141","20260","Ararat","60 to 64",170,"M","Working Full Time"
"142","20260","Ararat","60 to 64",67,"M","Working Part Time"
"143","20260","Ararat","60 to 64",16,"M","Away From Work"
"144","20260","Ararat","60 to 64",9,"M","Hours Worked Not Stated"
"145","20260","Ararat","65 to 69",99,"M","Working Full Time"
"146","20260","Ararat","65 to 69",40,"M","Working Part Time"
"147","20260","Ararat","65 to 69",7,"M","Away From Work"
"148","20260","Ararat","65 to 69",0,"M","Hours Worked Not Stated"
"149","20260","Ararat","70 to 74",34,"M","Working Full Time"
"150","20260","Ararat","70 to 74",33,"M","Working Part Time"
"151","20260","Ararat","70 to 74",6,"M","Away From Work"
"152","20260","Ararat","70 to 74",5,"M","Hours Worked Not Stated"
"153","20260","Ararat","75 or over",23,"M","Working Full Time"
"154","20260","Ararat","75 or over",15,"M","Working Part Time"
"155","20260","Ararat","75 or over",7,"M","Away From Work"
"156","20260","Ararat","75 or over",3,"M","Hours Worked Not Stated"
"157","20260","Ararat","15 to 19",28,"F","Working Full Time"
"158","20260","Ararat","15 to 19",104,"F","Working Part Time"
"159","20260","Ararat","15 to 19",11,"F","Away From Work"
"160","20260","Ararat","15 to 19",5,"F","Hours Worked Not Stated"
"161","20260","Ararat","20 to 24",96,"F","Working Full Time"
"162","20260","Ararat","20 to 24",72,"F","Working Part Time"
"163","20260","Ararat","20 to 24",10,"F","Away From Work"
"164","20260","Ararat","20 to 24",4,"F","Hours Worked Not Stated"
"165","20260","Ararat","25 to 29",125,"F","Working Full Time"
"166","20260","Ararat","25 to 29",76,"F","Working Part Time"
"167","20260","Ararat","25 to 29",21,"F","Away From Work"
"168","20260","Ararat","25 to 29",0,"F","Hours Worked Not Stated"
"169","20260","Ararat","30 to 34",102,"F","Working Full Time"
"170","20260","Ararat","30 to 34",123,"F","Working Part Time"
"171","20260","Ararat","30 to 34",25,"F","Away From Work"
"172","20260","Ararat","30 to 34",3,"F","Hours Worked Not Stated"
"173","20260","Ararat","35 to 39",77,"F","Working Full Time"
"174","20260","Ararat","35 to 39",106,"F","Working Part Time"
"175","20260","Ararat","35 to 39",20,"F","Away From Work"
"176","20260","Ararat","35 to 39",3,"F","Hours Worked Not Stated"
"177","20260","Ararat","40 to 44",127,"F","Working Full Time"
"178","20260","Ararat","40 to 44",117,"F","Working Part Time"
"179","20260","Ararat","40 to 44",12,"F","Away From Work"
"180","20260","Ararat","40 to 44",3,"F","Hours Worked Not Stated"
"181","20260","Ararat","45 to 49",169,"F","Working Full Time"
"182","20260","Ararat","45 to 49",84,"F","Working Part Time"
"183","20260","Ararat","45 to 49",8,"F","Away From Work"
"184","20260","Ararat","45 to 49",8,"F","Hours Worked Not Stated"
"185","20260","Ararat","50 to 54",161,"F","Working Full Time"
"186","20260","Ararat","50 to 54",117,"F","Working Part Time"
"187","20260","Ararat","50 to 54",16,"F","Away From Work"
"188","20260","Ararat","50 to 54",4,"F","Hours Worked Not Stated"
"189","20260","Ararat","55 to 59",127,"F","Working Full Time"
"190","20260","Ararat","55 to 59",116,"F","Working Part Time"
"191","20260","Ararat","55 to 59",20,"F","Away From Work"
"192","20260","Ararat","55 to 59",0,"F","Hours Worked Not Stated"
"193","20260","Ararat","60 to 64",75,"F","Working Full Time"
"194","20260","Ararat","60 to 64",133,"F","Working Part Time"
"195","20260","Ararat","60 to 64",15,"F","Away From Work"
"196","20260","Ararat","60 to 64",6,"F","Hours Worked Not Stated"
"197","20260","Ararat","65 to 69",36,"F","Working Full Time"
"198","20260","Ararat","65 to 69",61,"F","Working Part Time"
"199","20260","Ararat","65 to 69",13,"F","Away From Work"
"200","20260","Ararat","65 to 69",5,"F","Hours Worked Not Stated"
"201","20260","Ararat","70 to 74",14,"F","Working Full Time"
"202","20260","Ararat","70 to 74",29,"F","Working Part Time"
"203","20260","Ararat","70 to 74",3,"F","Away From Work"
"204","20260","Ararat","70 to 74",3,"F","Hours Worked Not Stated"
"205","20260","Ararat","75 or over",0,"F","Working Full Time"
"206","20260","Ararat","75 or over",10,"F","Working Part Time"
"207","20260","Ararat","75 or over",5,"F","Away From Work"
"208","20260","Ararat","75 or over",7,"F","Hours Worked Not Stated"
"209","20570","Ballarat","15 to 19",454,"M","Working Full Time"
"210","20570","Ballarat","15 to 19",1088,"M","Working Part Time"
"211","20570","Ballarat","15 to 19",146,"M","Away From Work"
"212","20570","Ballarat","15 to 19",38,"M","Hours Worked Not Stated"
"213","20570","Ballarat","20 to 24",1440,"M","Working Full Time"
"214","20570","Ballarat","20 to 24",943,"M","Working Part Time"
"215","20570","Ballarat","20 to 24",125,"M","Away From Work"
"216","20570","Ballarat","20 to 24",55,"M","Hours Worked Not Stated"
"217","20570","Ballarat","25 to 29",2072,"M","Working Full Time"
"218","20570","Ballarat","25 to 29",657,"M","Working Part Time"
"219","20570","Ballarat","25 to 29",87,"M","Away From Work"
"220","20570","Ballarat","25 to 29",55,"M","Hours Worked Not Stated"
"221","20570","Ballarat","30 to 34",2204,"M","Working Full Time"
"222","20570","Ballarat","30 to 34",470,"M","Working Part Time"
"223","20570","Ballarat","30 to 34",106,"M","Away From Work"
"224","20570","Ballarat","30 to 34",54,"M","Hours Worked Not Stated"
"225","20570","Ballarat","35 to 39",2123,"M","Working Full Time"
"226","20570","Ballarat","35 to 39",402,"M","Working Part Time"
"227","20570","Ballarat","35 to 39",58,"M","Away From Work"
"228","20570","Ballarat","35 to 39",41,"M","Hours Worked Not Stated"
"229","20570","Ballarat","40 to 44",2056,"M","Working Full Time"
"230","20570","Ballarat","40 to 44",297,"M","Working Part Time"
"231","20570","Ballarat","40 to 44",62,"M","Away From Work"
"232","20570","Ballarat","40 to 44",17,"M","Hours Worked Not Stated"
"233","20570","Ballarat","45 to 49",2155,"M","Working Full Time"
"234","20570","Ballarat","45 to 49",364,"M","Working Part Time"
"235","20570","Ballarat","45 to 49",54,"M","Away From Work"
"236","20570","Ballarat","45 to 49",45,"M","Hours Worked Not Stated"
"237","20570","Ballarat","50 to 54",2025,"M","Working Full Time"
"238","20570","Ballarat","50 to 54",344,"M","Working Part Time"
"239","20570","Ballarat","50 to 54",87,"M","Away From Work"
"240","20570","Ballarat","50 to 54",47,"M","Hours Worked Not Stated"
"241","20570","Ballarat","55 to 59",1735,"M","Working Full Time"
"242","20570","Ballarat","55 to 59",413,"M","Working Part Time"
"243","20570","Ballarat","55 to 59",132,"M","Away From Work"
"244","20570","Ballarat","55 to 59",39,"M","Hours Worked Not Stated"
"245","20570","Ballarat","60 to 64",1216,"M","Working Full Time"
"246","20570","Ballarat","60 to 64",498,"M","Working Part Time"
"247","20570","Ballarat","60 to 64",130,"M","Away From Work"
"248","20570","Ballarat","60 to 64",25,"M","Hours Worked Not Stated"
"249","20570","Ballarat","65 to 69",422,"M","Working Full Time"
"250","20570","Ballarat","65 to 69",373,"M","Working Part Time"
"251","20570","Ballarat","65 to 69",62,"M","Away From Work"
"252","20570","Ballarat","65 to 69",8,"M","Hours Worked Not Stated"
"253","20570","Ballarat","70 to 74",121,"M","Working Full Time"
"254","20570","Ballarat","70 to 74",201,"M","Working Part Time"
"255","20570","Ballarat","70 to 74",26,"M","Away From Work"
"256","20570","Ballarat","70 to 74",14,"M","Hours Worked Not Stated"
"257","20570","Ballarat","75 or over",37,"M","Working Full Time"
"258","20570","Ballarat","75 or over",90,"M","Working Part Time"
"259","20570","Ballarat","75 or over",9,"M","Away From Work"
"260","20570","Ballarat","75 or over",10,"M","Hours Worked Not Stated"
"261","20570","Ballarat","15 to 19",186,"F","Working Full Time"
"262","20570","Ballarat","15 to 19",1543,"F","Working Part Time"
"263","20570","Ballarat","15 to 19",203,"F","Away From Work"
"264","20570","Ballarat","15 to 19",31,"F","Hours Worked Not Stated"
"265","20570","Ballarat","20 to 24",1036,"F","Working Full Time"
"266","20570","Ballarat","20 to 24",1507,"F","Working Part Time"
"267","20570","Ballarat","20 to 24",201,"F","Away From Work"
"268","20570","Ballarat","20 to 24",40,"F","Hours Worked Not Stated"
"269","20570","Ballarat","25 to 29",1546,"F","Working Full Time"
"270","20570","Ballarat","25 to 29",1187,"F","Working Part Time"
"271","20570","Ballarat","25 to 29",260,"F","Away From Work"
"272","20570","Ballarat","25 to 29",57,"F","Hours Worked Not Stated"
"273","20570","Ballarat","30 to 34",1202,"F","Working Full Time"
"274","20570","Ballarat","30 to 34",1366,"F","Working Part Time"
"275","20570","Ballarat","30 to 34",312,"F","Away From Work"
"276","20570","Ballarat","30 to 34",35,"F","Hours Worked Not Stated"
"277","20570","Ballarat","35 to 39",1126,"F","Working Full Time"
"278","20570","Ballarat","35 to 39",1583,"F","Working Part Time"
"279","20570","Ballarat","35 to 39",220,"F","Away From Work"
"280","20570","Ballarat","35 to 39",32,"F","Hours Worked Not Stated"
"281","20570","Ballarat","40 to 44",1278,"F","Working Full Time"
"282","20570","Ballarat","40 to 44",1504,"F","Working Part Time"
"283","20570","Ballarat","40 to 44",101,"F","Away From Work"
"284","20570","Ballarat","40 to 44",23,"F","Hours Worked Not Stated"
"285","20570","Ballarat","45 to 49",1465,"F","Working Full Time"
"286","20570","Ballarat","45 to 49",1412,"F","Working Part Time"
"287","20570","Ballarat","45 to 49",101,"F","Away From Work"
"288","20570","Ballarat","45 to 49",27,"F","Hours Worked Not Stated"
"289","20570","Ballarat","50 to 54",1445,"F","Working Full Time"
"290","20570","Ballarat","50 to 54",1328,"F","Working Part Time"
"291","20570","Ballarat","50 to 54",118,"F","Away From Work"
"292","20570","Ballarat","50 to 54",24,"F","Hours Worked Not Stated"
"293","20570","Ballarat","55 to 59",1149,"F","Working Full Time"
"294","20570","Ballarat","55 to 59",1306,"F","Working Part Time"
"295","20570","Ballarat","55 to 59",169,"F","Away From Work"
"296","20570","Ballarat","55 to 59",22,"F","Hours Worked Not Stated"
"297","20570","Ballarat","60 to 64",759,"F","Working Full Time"
"298","20570","Ballarat","60 to 64",1103,"F","Working Part Time"
"299","20570","Ballarat","60 to 64",153,"F","Away From Work"
"300","20570","Ballarat","60 to 64",19,"F","Hours Worked Not Stated"
"301","20570","Ballarat","65 to 69",193,"F","Working Full Time"
"302","20570","Ballarat","65 to 69",461,"F","Working Part Time"
"303","20570","Ballarat","65 to 69",72,"F","Away From Work"
"304","20570","Ballarat","65 to 69",12,"F","Hours Worked Not Stated"
"305","20570","Ballarat","70 to 74",47,"F","Working Full Time"
"306","20570","Ballarat","70 to 74",146,"F","Working Part Time"
"307","20570","Ballarat","70 to 74",19,"F","Away From Work"
"308","20570","Ballarat","70 to 74",14,"F","Hours Worked Not Stated"
"309","20570","Ballarat","75 or over",14,"F","Working Full Time"
"310","20570","Ballarat","75 or over",42,"F","Working Part Time"
"311","20570","Ballarat","75 or over",15,"F","Away From Work"
"312","20570","Ballarat","75 or over",11,"F","Hours Worked Not Stated"
"313","20660","Banyule","15 to 19",193,"M","Working Full Time"
"314","20660","Banyule","15 to 19",739,"M","Working Part Time"
"315","20660","Banyule","15 to 19",87,"M","Away From Work"
"316","20660","Banyule","15 to 19",12,"M","Hours Worked Not Stated"
"317","20660","Banyule","20 to 24",846,"M","Working Full Time"
"318","20660","Banyule","20 to 24",979,"M","Working Part Time"
"319","20660","Banyule","20 to 24",123,"M","Away From Work"
"320","20660","Banyule","20 to 24",48,"M","Hours Worked Not Stated"
"321","20660","Banyule","25 to 29",1502,"M","Working Full Time"
"322","20660","Banyule","25 to 29",590,"M","Working Part Time"
"323","20660","Banyule","25 to 29",77,"M","Away From Work"
"324","20660","Banyule","25 to 29",44,"M","Hours Worked Not Stated"
"325","20660","Banyule","30 to 34",1717,"M","Working Full Time"
"326","20660","Banyule","30 to 34",439,"M","Working Part Time"
"327","20660","Banyule","30 to 34",71,"M","Away From Work"
"328","20660","Banyule","30 to 34",52,"M","Hours Worked Not Stated"
"329","20660","Banyule","35 to 39",1731,"M","Working Full Time"
"330","20660","Banyule","35 to 39",413,"M","Working Part Time"
"331","20660","Banyule","35 to 39",54,"M","Away From Work"
"332","20660","Banyule","35 to 39",43,"M","Hours Worked Not Stated"
"333","20660","Banyule","40 to 44",1563,"M","Working Full Time"
"334","20660","Banyule","40 to 44",352,"M","Working Part Time"
"335","20660","Banyule","40 to 44",46,"M","Away From Work"
"336","20660","Banyule","40 to 44",36,"M","Hours Worked Not Stated"
"337","20660","Banyule","45 to 49",1529,"M","Working Full Time"
"338","20660","Banyule","45 to 49",348,"M","Working Part Time"
"339","20660","Banyule","45 to 49",46,"M","Away From Work"
"340","20660","Banyule","45 to 49",34,"M","Hours Worked Not Stated"
"341","20660","Banyule","50 to 54",1454,"M","Working Full Time"
"342","20660","Banyule","50 to 54",363,"M","Working Part Time"
"343","20660","Banyule","50 to 54",58,"M","Away From Work"
"344","20660","Banyule","50 to 54",20,"M","Hours Worked Not Stated"
"345","20660","Banyule","55 to 59",1238,"M","Working Full Time"
"346","20660","Banyule","55 to 59",357,"M","Working Part Time"
"347","20660","Banyule","55 to 59",55,"M","Away From Work"
"348","20660","Banyule","55 to 59",18,"M","Hours Worked Not Stated"
"349","20660","Banyule","60 to 64",947,"M","Working Full Time"
"350","20660","Banyule","60 to 64",408,"M","Working Part Time"
"351","20660","Banyule","60 to 64",81,"M","Away From Work"
"352","20660","Banyule","60 to 64",13,"M","Hours Worked Not Stated"
"353","20660","Banyule","65 to 69",445,"M","Working Full Time"
"354","20660","Banyule","65 to 69",334,"M","Working Part Time"
"355","20660","Banyule","65 to 69",37,"M","Away From Work"
"356","20660","Banyule","65 to 69",12,"M","Hours Worked Not Stated"
"357","20660","Banyule","70 to 74",136,"M","Working Full Time"
"358","20660","Banyule","70 to 74",204,"M","Working Part Time"
"359","20660","Banyule","70 to 74",19,"M","Away From Work"
"360","20660","Banyule","70 to 74",4,"M","Hours Worked Not Stated"
"361","20660","Banyule","75 or over",46,"M","Working Full Time"
"362","20660","Banyule","75 or over",107,"M","Working Part Time"
"363","20660","Banyule","75 or over",7,"M","Away From Work"
"364","20660","Banyule","75 or over",10,"M","Hours Worked Not Stated"
"365","20660","Banyule","15 to 19",58,"F","Working Full Time"
"366","20660","Banyule","15 to 19",1145,"F","Working Part Time"
"367","20660","Banyule","15 to 19",143,"F","Away From Work"
"368","20660","Banyule","15 to 19",17,"F","Hours Worked Not Stated"
"369","20660","Banyule","20 to 24",712,"F","Working Full Time"
"370","20660","Banyule","20 to 24",1590,"F","Working Part Time"
"371","20660","Banyule","20 to 24",165,"F","Away From Work"
"372","20660","Banyule","20 to 24",52,"F","Hours Worked Not Stated"
"373","20660","Banyule","25 to 29",1602,"F","Working Full Time"
"374","20660","Banyule","25 to 29",1072,"F","Working Part Time"
"375","20660","Banyule","25 to 29",191,"F","Away From Work"
"376","20660","Banyule","25 to 29",44,"F","Hours Worked Not Stated"
"377","20660","Banyule","30 to 34",1527,"F","Working Full Time"
"378","20660","Banyule","30 to 34",1346,"F","Working Part Time"
"379","20660","Banyule","30 to 34",327,"F","Away From Work"
"380","20660","Banyule","30 to 34",38,"F","Hours Worked Not Stated"
"381","20660","Banyule","35 to 39",1039,"F","Working Full Time"
"382","20660","Banyule","35 to 39",1528,"F","Working Part Time"
"383","20660","Banyule","35 to 39",247,"F","Away From Work"
"384","20660","Banyule","35 to 39",36,"F","Hours Worked Not Stated"
"385","20660","Banyule","40 to 44",1136,"F","Working Full Time"
"386","20660","Banyule","40 to 44",1447,"F","Working Part Time"
"387","20660","Banyule","40 to 44",114,"F","Away From Work"
"388","20660","Banyule","40 to 44",20,"F","Hours Worked Not Stated"
"389","20660","Banyule","45 to 49",1284,"F","Working Full Time"
"390","20660","Banyule","45 to 49",1484,"F","Working Part Time"
"391","20660","Banyule","45 to 49",100,"F","Away From Work"
"392","20660","Banyule","45 to 49",18,"F","Hours Worked Not Stated"
"393","20660","Banyule","50 to 54",1312,"F","Working Full Time"
"394","20660","Banyule","50 to 54",1466,"F","Working Part Time"
"395","20660","Banyule","50 to 54",109,"F","Away From Work"
"396","20660","Banyule","50 to 54",26,"F","Hours Worked Not Stated"
"397","20660","Banyule","55 to 59",1030,"F","Working Full Time"
"398","20660","Banyule","55 to 59",1332,"F","Working Part Time"
"399","20660","Banyule","55 to 59",119,"F","Away From Work"
"400","20660","Banyule","55 to 59",30,"F","Hours Worked Not Stated"
"401","20660","Banyule","60 to 64",686,"F","Working Full Time"
"402","20660","Banyule","60 to 64",1108,"F","Working Part Time"
"403","20660","Banyule","60 to 64",138,"F","Away From Work"
"404","20660","Banyule","60 to 64",14,"F","Hours Worked Not Stated"
"405","20660","Banyule","65 to 69",247,"F","Working Full Time"
"406","20660","Banyule","65 to 69",556,"F","Working Part Time"
"407","20660","Banyule","65 to 69",78,"F","Away From Work"
"408","20660","Banyule","65 to 69",7,"F","Hours Worked Not Stated"
"409","20660","Banyule","70 to 74",60,"F","Working Full Time"
"410","20660","Banyule","70 to 74",174,"F","Working Part Time"
"411","20660","Banyule","70 to 74",21,"F","Away From Work"
"412","20660","Banyule","70 to 74",0,"F","Hours Worked Not Stated"
"413","20660","Banyule","75 or over",16,"F","Working Full Time"
"414","20660","Banyule","75 or over",67,"F","Working Part Time"
"415","20660","Banyule","75 or over",8,"F","Away From Work"
"416","20660","Banyule","75 or over",10,"F","Hours Worked Not Stated"
"417","20740","Bass Coast","15 to 19",82,"M","Working Full Time"
"418","20740","Bass Coast","15 to 19",255,"M","Working Part Time"
"419","20740","Bass Coast","15 to 19",60,"M","Away From Work"
"420","20740","Bass Coast","15 to 19",12,"M","Hours Worked Not Stated"
"421","20740","Bass Coast","20 to 24",247,"M","Working Full Time"
"422","20740","Bass Coast","20 to 24",173,"M","Working Part Time"
"423","20740","Bass Coast","20 to 24",29,"M","Away From Work"
"424","20740","Bass Coast","20 to 24",11,"M","Hours Worked Not Stated"
"425","20740","Bass Coast","25 to 29",322,"M","Working Full Time"
"426","20740","Bass Coast","25 to 29",120,"M","Working Part Time"
"427","20740","Bass Coast","25 to 29",28,"M","Away From Work"
"428","20740","Bass Coast","25 to 29",16,"M","Hours Worked Not Stated"
"429","20740","Bass Coast","30 to 34",364,"M","Working Full Time"
"430","20740","Bass Coast","30 to 34",112,"M","Working Part Time"
"431","20740","Bass Coast","30 to 34",26,"M","Away From Work"
"432","20740","Bass Coast","30 to 34",12,"M","Hours Worked Not Stated"
"433","20740","Bass Coast","35 to 39",400,"M","Working Full Time"
"434","20740","Bass Coast","35 to 39",122,"M","Working Part Time"
"435","20740","Bass Coast","35 to 39",23,"M","Away From Work"
"436","20740","Bass Coast","35 to 39",9,"M","Hours Worked Not Stated"
"437","20740","Bass Coast","40 to 44",417,"M","Working Full Time"
"438","20740","Bass Coast","40 to 44",104,"M","Working Part Time"
"439","20740","Bass Coast","40 to 44",22,"M","Away From Work"
"440","20740","Bass Coast","40 to 44",12,"M","Hours Worked Not Stated"
"441","20740","Bass Coast","45 to 49",424,"M","Working Full Time"
"442","20740","Bass Coast","45 to 49",132,"M","Working Part Time"
"443","20740","Bass Coast","45 to 49",18,"M","Away From Work"
"444","20740","Bass Coast","45 to 49",9,"M","Hours Worked Not Stated"
