"","POW_LGA_CODE_2021","LGAName","AgeBracket","NumPeople","Sex","EmploymentType"
"7242","26730","Warrnambool","30 to 34",443,"F","Working Part Time"
"7243","26730","Warrnambool","30 to 34",110,"F","Away From Work"
"7244","26730","Warrnambool","30 to 34",15,"F","Hours Worked Not Stated"
"7245","26730","Warrnambool","35 to 39",302,"F","Working Full Time"
"7246","26730","Warrnambool","35 to 39",556,"F","Working Part Time"
"7247","26730","Warrnambool","35 to 39",73,"F","Away From Work"
"7248","26730","Warrnambool","35 to 39",8,"F","Hours Worked Not Stated"
"7249","26730","Warrnambool","40 to 44",360,"F","Working Full Time"
"7250","26730","Warrnambool","40 to 44",570,"F","Working Part Time"
"7251","26730","Warrnambool","40 to 44",46,"F","Away From Work"
"7252","26730","Warrnambool","40 to 44",10,"F","Hours Worked Not Stated"
"7253","26730","Warrnambool","45 to 49",438,"F","Working Full Time"
"7254","26730","Warrnambool","45 to 49",509,"F","Working Part Time"
"7255","26730","Warrnambool","45 to 49",47,"F","Away From Work"
"7256","26730","Warrnambool","45 to 49",7,"F","Hours Worked Not Stated"
"7257","26730","Warrnambool","50 to 54",520,"F","Working Full Time"
"7258","26730","Warrnambool","50 to 54",501,"F","Working Part Time"
"7259","26730","Warrnambool","50 to 54",55,"F","Away From Work"
"7260","26730","Warrnambool","50 to 54",7,"F","Hours Worked Not Stated"
"7261","26730","Warrnambool","55 to 59",387,"F","Working Full Time"
"7262","26730","Warrnambool","55 to 59",521,"F","Working Part Time"
"7263","26730","Warrnambool","55 to 59",59,"F","Away From Work"
"7264","26730","Warrnambool","55 to 59",13,"F","Hours Worked Not Stated"
"7265","26730","Warrnambool","60 to 64",260,"F","Working Full Time"
"7266","26730","Warrnambool","60 to 64",428,"F","Working Part Time"
"7267","26730","Warrnambool","60 to 64",63,"F","Away From Work"
"7268","26730","Warrnambool","60 to 64",12,"F","Hours Worked Not Stated"
"7269","26730","Warrnambool","65 to 69",56,"F","Working Full Time"
"7270","26730","Warrnambool","65 to 69",186,"F","Working Part Time"
"7271","26730","Warrnambool","65 to 69",22,"F","Away From Work"
"7272","26730","Warrnambool","65 to 69",5,"F","Hours Worked Not Stated"
"7273","26730","Warrnambool","70 to 74",13,"F","Working Full Time"
"7274","26730","Warrnambool","70 to 74",54,"F","Working Part Time"
"7275","26730","Warrnambool","70 to 74",11,"F","Away From Work"
"7276","26730","Warrnambool","70 to 74",3,"F","Hours Worked Not Stated"
"7277","26730","Warrnambool","75 or over",3,"F","Working Full Time"
"7278","26730","Warrnambool","75 or over",20,"F","Working Part Time"
"7279","26730","Warrnambool","75 or over",0,"F","Away From Work"
"7280","26730","Warrnambool","75 or over",7,"F","Hours Worked Not Stated"
"7281","26810","Wellington","15 to 19",220,"M","Working Full Time"
"7282","26810","Wellington","15 to 19",276,"M","Working Part Time"
"7283","26810","Wellington","15 to 19",37,"M","Away From Work"
"7284","26810","Wellington","15 to 19",16,"M","Hours Worked Not Stated"
"7285","26810","Wellington","20 to 24",510,"M","Working Full Time"
"7286","26810","Wellington","20 to 24",197,"M","Working Part Time"
"7287","26810","Wellington","20 to 24",22,"M","Away From Work"
"7288","26810","Wellington","20 to 24",29,"M","Hours Worked Not Stated"
"7289","26810","Wellington","25 to 29",733,"M","Working Full Time"
"7290","26810","Wellington","25 to 29",126,"M","Working Part Time"
"7291","26810","Wellington","25 to 29",34,"M","Away From Work"
"7292","26810","Wellington","25 to 29",18,"M","Hours Worked Not Stated"
"7293","26810","Wellington","30 to 34",737,"M","Working Full Time"
"7294","26810","Wellington","30 to 34",93,"M","Working Part Time"
"7295","26810","Wellington","30 to 34",30,"M","Away From Work"
"7296","26810","Wellington","30 to 34",21,"M","Hours Worked Not Stated"
"7297","26810","Wellington","35 to 39",736,"M","Working Full Time"
"7298","26810","Wellington","35 to 39",121,"M","Working Part Time"
"7299","26810","Wellington","35 to 39",32,"M","Away From Work"
"7300","26810","Wellington","35 to 39",19,"M","Hours Worked Not Stated"
"7301","26810","Wellington","40 to 44",721,"M","Working Full Time"
"7302","26810","Wellington","40 to 44",103,"M","Working Part Time"
"7303","26810","Wellington","40 to 44",28,"M","Away From Work"
"7304","26810","Wellington","40 to 44",14,"M","Hours Worked Not Stated"
"7305","26810","Wellington","45 to 49",684,"M","Working Full Time"
"7306","26810","Wellington","45 to 49",94,"M","Working Part Time"
"7307","26810","Wellington","45 to 49",24,"M","Away From Work"
"7308","26810","Wellington","45 to 49",11,"M","Hours Worked Not Stated"
"7309","26810","Wellington","50 to 54",677,"M","Working Full Time"
"7310","26810","Wellington","50 to 54",124,"M","Working Part Time"
"7311","26810","Wellington","50 to 54",52,"M","Away From Work"
"7312","26810","Wellington","50 to 54",17,"M","Hours Worked Not Stated"
"7313","26810","Wellington","55 to 59",690,"M","Working Full Time"
"7314","26810","Wellington","55 to 59",134,"M","Working Part Time"
"7315","26810","Wellington","55 to 59",56,"M","Away From Work"
"7316","26810","Wellington","55 to 59",16,"M","Hours Worked Not Stated"
"7317","26810","Wellington","60 to 64",570,"M","Working Full Time"
"7318","26810","Wellington","60 to 64",179,"M","Working Part Time"
"7319","26810","Wellington","60 to 64",47,"M","Away From Work"
"7320","26810","Wellington","60 to 64",20,"M","Hours Worked Not Stated"
"7321","26810","Wellington","65 to 69",235,"M","Working Full Time"
"7322","26810","Wellington","65 to 69",148,"M","Working Part Time"
"7323","26810","Wellington","65 to 69",36,"M","Away From Work"
"7324","26810","Wellington","65 to 69",10,"M","Hours Worked Not Stated"
"7325","26810","Wellington","70 to 74",106,"M","Working Full Time"
"7326","26810","Wellington","70 to 74",88,"M","Working Part Time"
"7327","26810","Wellington","70 to 74",14,"M","Away From Work"
"7328","26810","Wellington","70 to 74",4,"M","Hours Worked Not Stated"
"7329","26810","Wellington","75 or over",70,"M","Working Full Time"
"7330","26810","Wellington","75 or over",61,"M","Working Part Time"
"7331","26810","Wellington","75 or over",8,"M","Away From Work"
"7332","26810","Wellington","75 or over",11,"M","Hours Worked Not Stated"
"7333","26810","Wellington","15 to 19",84,"F","Working Full Time"
"7334","26810","Wellington","15 to 19",403,"F","Working Part Time"
"7335","26810","Wellington","15 to 19",73,"F","Away From Work"
"7336","26810","Wellington","15 to 19",15,"F","Hours Worked Not Stated"
"7337","26810","Wellington","20 to 24",316,"F","Working Full Time"
"7338","26810","Wellington","20 to 24",301,"F","Working Part Time"
"7339","26810","Wellington","20 to 24",53,"F","Away From Work"
"7340","26810","Wellington","20 to 24",19,"F","Hours Worked Not Stated"
"7341","26810","Wellington","25 to 29",380,"F","Working Full Time"
"7342","26810","Wellington","25 to 29",328,"F","Working Part Time"
"7343","26810","Wellington","25 to 29",66,"F","Away From Work"
"7344","26810","Wellington","25 to 29",9,"F","Hours Worked Not Stated"
"7345","26810","Wellington","30 to 34",330,"F","Working Full Time"
"7346","26810","Wellington","30 to 34",423,"F","Working Part Time"
"7347","26810","Wellington","30 to 34",90,"F","Away From Work"
"7348","26810","Wellington","30 to 34",8,"F","Hours Worked Not Stated"
"7349","26810","Wellington","35 to 39",323,"F","Working Full Time"
"7350","26810","Wellington","35 to 39",465,"F","Working Part Time"
"7351","26810","Wellington","35 to 39",53,"F","Away From Work"
"7352","26810","Wellington","35 to 39",11,"F","Hours Worked Not Stated"
"7353","26810","Wellington","40 to 44",381,"F","Working Full Time"
"7354","26810","Wellington","40 to 44",390,"F","Working Part Time"
"7355","26810","Wellington","40 to 44",30,"F","Away From Work"
"7356","26810","Wellington","40 to 44",10,"F","Hours Worked Not Stated"
"7357","26810","Wellington","45 to 49",462,"F","Working Full Time"
"7358","26810","Wellington","45 to 49",420,"F","Working Part Time"
"7359","26810","Wellington","45 to 49",34,"F","Away From Work"
"7360","26810","Wellington","45 to 49",10,"F","Hours Worked Not Stated"
"7361","26810","Wellington","50 to 54",480,"F","Working Full Time"
"7362","26810","Wellington","50 to 54",435,"F","Working Part Time"
"7363","26810","Wellington","50 to 54",50,"F","Away From Work"
"7364","26810","Wellington","50 to 54",18,"F","Hours Worked Not Stated"
"7365","26810","Wellington","55 to 59",380,"F","Working Full Time"
"7366","26810","Wellington","55 to 59",422,"F","Working Part Time"
"7367","26810","Wellington","55 to 59",57,"F","Away From Work"
"7368","26810","Wellington","55 to 59",13,"F","Hours Worked Not Stated"
"7369","26810","Wellington","60 to 64",274,"F","Working Full Time"
"7370","26810","Wellington","60 to 64",445,"F","Working Part Time"
"7371","26810","Wellington","60 to 64",58,"F","Away From Work"
"7372","26810","Wellington","60 to 64",10,"F","Hours Worked Not Stated"
"7373","26810","Wellington","65 to 69",102,"F","Working Full Time"
"7374","26810","Wellington","65 to 69",227,"F","Working Part Time"
"7375","26810","Wellington","65 to 69",28,"F","Away From Work"
"7376","26810","Wellington","65 to 69",7,"F","Hours Worked Not Stated"
"7377","26810","Wellington","70 to 74",43,"F","Working Full Time"
"7378","26810","Wellington","70 to 74",82,"F","Working Part Time"
"7379","26810","Wellington","70 to 74",7,"F","Away From Work"
"7380","26810","Wellington","70 to 74",8,"F","Hours Worked Not Stated"
"7381","26810","Wellington","75 or over",22,"F","Working Full Time"
"7382","26810","Wellington","75 or over",37,"F","Working Part Time"
"7383","26810","Wellington","75 or over",7,"F","Away From Work"
"7384","26810","Wellington","75 or over",12,"F","Hours Worked Not Stated"
"7385","26890","West Wimmera","15 to 19",20,"M","Working Full Time"
"7386","26890","West Wimmera","15 to 19",17,"M","Working Part Time"
"7387","26890","West Wimmera","15 to 19",3,"M","Away From Work"
"7388","26890","West Wimmera","15 to 19",0,"M","Hours Worked Not Stated"
"7389","26890","West Wimmera","20 to 24",51,"M","Working Full Time"
"7390","26890","West Wimmera","20 to 24",7,"M","Working Part Time"
"7391","26890","West Wimmera","20 to 24",4,"M","Away From Work"
"7392","26890","West Wimmera","20 to 24",0,"M","Hours Worked Not Stated"
"7393","26890","West Wimmera","25 to 29",68,"M","Working Full Time"
"7394","26890","West Wimmera","25 to 29",5,"M","Working Part Time"
"7395","26890","West Wimmera","25 to 29",7,"M","Away From Work"
"7396","26890","West Wimmera","25 to 29",3,"M","Hours Worked Not Stated"
"7397","26890","West Wimmera","30 to 34",70,"M","Working Full Time"
"7398","26890","West Wimmera","30 to 34",5,"M","Working Part Time"
"7399","26890","West Wimmera","30 to 34",0,"M","Away From Work"
"7400","26890","West Wimmera","30 to 34",0,"M","Hours Worked Not Stated"
"7401","26890","West Wimmera","35 to 39",62,"M","Working Full Time"
"7402","26890","West Wimmera","35 to 39",9,"M","Working Part Time"
"7403","26890","West Wimmera","35 to 39",0,"M","Away From Work"
"7404","26890","West Wimmera","35 to 39",0,"M","Hours Worked Not Stated"
"7405","26890","West Wimmera","40 to 44",78,"M","Working Full Time"
"7406","26890","West Wimmera","40 to 44",3,"M","Working Part Time"
"7407","26890","West Wimmera","40 to 44",4,"M","Away From Work"
"7408","26890","West Wimmera","40 to 44",5,"M","Hours Worked Not Stated"
"7409","26890","West Wimmera","45 to 49",62,"M","Working Full Time"
"7410","26890","West Wimmera","45 to 49",12,"M","Working Part Time"
"7411","26890","West Wimmera","45 to 49",0,"M","Away From Work"
"7412","26890","West Wimmera","45 to 49",5,"M","Hours Worked Not Stated"
"7413","26890","West Wimmera","50 to 54",89,"M","Working Full Time"
"7414","26890","West Wimmera","50 to 54",10,"M","Working Part Time"
"7415","26890","West Wimmera","50 to 54",0,"M","Away From Work"
"7416","26890","West Wimmera","50 to 54",3,"M","Hours Worked Not Stated"
"7417","26890","West Wimmera","55 to 59",98,"M","Working Full Time"
"7418","26890","West Wimmera","55 to 59",11,"M","Working Part Time"
"7419","26890","West Wimmera","55 to 59",0,"M","Away From Work"
"7420","26890","West Wimmera","55 to 59",4,"M","Hours Worked Not Stated"
"7421","26890","West Wimmera","60 to 64",93,"M","Working Full Time"
"7422","26890","West Wimmera","60 to 64",17,"M","Working Part Time"
"7423","26890","West Wimmera","60 to 64",4,"M","Away From Work"
"7424","26890","West Wimmera","60 to 64",0,"M","Hours Worked Not Stated"
"7425","26890","West Wimmera","65 to 69",57,"M","Working Full Time"
"7426","26890","West Wimmera","65 to 69",24,"M","Working Part Time"
"7427","26890","West Wimmera","65 to 69",0,"M","Away From Work"
"7428","26890","West Wimmera","65 to 69",3,"M","Hours Worked Not Stated"
"7429","26890","West Wimmera","70 to 74",38,"M","Working Full Time"
"7430","26890","West Wimmera","70 to 74",18,"M","Working Part Time"
"7431","26890","West Wimmera","70 to 74",0,"M","Away From Work"
"7432","26890","West Wimmera","70 to 74",0,"M","Hours Worked Not Stated"
"7433","26890","West Wimmera","75 or over",21,"M","Working Full Time"
"7434","26890","West Wimmera","75 or over",19,"M","Working Part Time"
"7435","26890","West Wimmera","75 or over",0,"M","Away From Work"
"7436","26890","West Wimmera","75 or over",0,"M","Hours Worked Not Stated"
"7437","26890","West Wimmera","15 to 19",6,"F","Working Full Time"
"7438","26890","West Wimmera","15 to 19",16,"F","Working Part Time"
"7439","26890","West Wimmera","15 to 19",3,"F","Away From Work"
"7440","26890","West Wimmera","15 to 19",0,"F","Hours Worked Not Stated"
"7441","26890","West Wimmera","20 to 24",15,"F","Working Full Time"
"7442","26890","West Wimmera","20 to 24",12,"F","Working Part Time"
"7443","26890","West Wimmera","20 to 24",4,"F","Away From Work"
"7444","26890","West Wimmera","20 to 24",3,"F","Hours Worked Not Stated"
"7445","26890","West Wimmera","25 to 29",29,"F","Working Full Time"
"7446","26890","West Wimmera","25 to 29",24,"F","Working Part Time"
"7447","26890","West Wimmera","25 to 29",0,"F","Away From Work"
"7448","26890","West Wimmera","25 to 29",0,"F","Hours Worked Not Stated"
"7449","26890","West Wimmera","30 to 34",15,"F","Working Full Time"
"7450","26890","West Wimmera","30 to 34",26,"F","Working Part Time"
"7451","26890","West Wimmera","30 to 34",6,"F","Away From Work"
"7452","26890","West Wimmera","30 to 34",3,"F","Hours Worked Not Stated"
"7453","26890","West Wimmera","35 to 39",24,"F","Working Full Time"
"7454","26890","West Wimmera","35 to 39",41,"F","Working Part Time"
"7455","26890","West Wimmera","35 to 39",5,"F","Away From Work"
"7456","26890","West Wimmera","35 to 39",0,"F","Hours Worked Not Stated"
"7457","26890","West Wimmera","40 to 44",17,"F","Working Full Time"
"7458","26890","West Wimmera","40 to 44",26,"F","Working Part Time"
"7459","26890","West Wimmera","40 to 44",3,"F","Away From Work"
"7460","26890","West Wimmera","40 to 44",0,"F","Hours Worked Not Stated"
"7461","26890","West Wimmera","45 to 49",29,"F","Working Full Time"
"7462","26890","West Wimmera","45 to 49",33,"F","Working Part Time"
"7463","26890","West Wimmera","45 to 49",0,"F","Away From Work"
"7464","26890","West Wimmera","45 to 49",0,"F","Hours Worked Not Stated"
"7465","26890","West Wimmera","50 to 54",46,"F","Working Full Time"
"7466","26890","West Wimmera","50 to 54",42,"F","Working Part Time"
"7467","26890","West Wimmera","50 to 54",3,"F","Away From Work"
"7468","26890","West Wimmera","50 to 54",0,"F","Hours Worked Not Stated"
"7469","26890","West Wimmera","55 to 59",52,"F","Working Full Time"
"7470","26890","West Wimmera","55 to 59",57,"F","Working Part Time"
"7471","26890","West Wimmera","55 to 59",3,"F","Away From Work"
"7472","26890","West Wimmera","55 to 59",0,"F","Hours Worked Not Stated"
"7473","26890","West Wimmera","60 to 64",26,"F","Working Full Time"
"7474","26890","West Wimmera","60 to 64",42,"F","Working Part Time"
"7475","26890","West Wimmera","60 to 64",3,"F","Away From Work"
"7476","26890","West Wimmera","60 to 64",3,"F","Hours Worked Not Stated"
"7477","26890","West Wimmera","65 to 69",17,"F","Working Full Time"
"7478","26890","West Wimmera","65 to 69",20,"F","Working Part Time"
"7479","26890","West Wimmera","65 to 69",4,"F","Away From Work"
"7480","26890","West Wimmera","65 to 69",0,"F","Hours Worked Not Stated"
"7481","26890","West Wimmera","70 to 74",10,"F","Working Full Time"
"7482","26890","West Wimmera","70 to 74",13,"F","Working Part Time"
"7483","26890","West Wimmera","70 to 74",0,"F","Away From Work"
"7484","26890","West Wimmera","70 to 74",0,"F","Hours Worked Not Stated"
"7485","26890","West Wimmera","75 or over",3,"F","Working Full Time"
"7486","26890","West Wimmera","75 or over",15,"F","Working Part Time"
"7487","26890","West Wimmera","75 or over",0,"F","Away From Work"
"7488","26890","West Wimmera","75 or over",4,"F","Hours Worked Not Stated"
"7489","26980","Whitehorse","15 to 19",174,"M","Working Full Time"
"7490","26980","Whitehorse","15 to 19",1265,"M","Working Part Time"
"7491","26980","Whitehorse","15 to 19",173,"M","Away From Work"
"7492","26980","Whitehorse","15 to 19",16,"M","Hours Worked Not Stated"
"7493","26980","Whitehorse","20 to 24",1302,"M","Working Full Time"
"7494","26980","Whitehorse","20 to 24",1769,"M","Working Part Time"
"7495","26980","Whitehorse","20 to 24",165,"M","Away From Work"
"7496","26980","Whitehorse","20 to 24",74,"M","Hours Worked Not Stated"
"7497","26980","Whitehorse","25 to 29",2513,"M","Working Full Time"
"7498","26980","Whitehorse","25 to 29",1047,"M","Working Part Time"
"7499","26980","Whitehorse","25 to 29",99,"M","Away From Work"
"7500","26980","Whitehorse","25 to 29",100,"M","Hours Worked Not Stated"
"7501","26980","Whitehorse","30 to 34",3016,"M","Working Full Time"
"7502","26980","Whitehorse","30 to 34",799,"M","Working Part Time"
"7503","26980","Whitehorse","30 to 34",121,"M","Away From Work"
"7504","26980","Whitehorse","30 to 34",85,"M","Hours Worked Not Stated"
"7505","26980","Whitehorse","35 to 39",3221,"M","Working Full Time"
"7506","26980","Whitehorse","35 to 39",708,"M","Working Part Time"
"7507","26980","Whitehorse","35 to 39",94,"M","Away From Work"
"7508","26980","Whitehorse","35 to 39",75,"M","Hours Worked Not Stated"
"7509","26980","Whitehorse","40 to 44",2786,"M","Working Full Time"
"7510","26980","Whitehorse","40 to 44",559,"M","Working Part Time"
"7511","26980","Whitehorse","40 to 44",74,"M","Away From Work"
"7512","26980","Whitehorse","40 to 44",63,"M","Hours Worked Not Stated"
"7513","26980","Whitehorse","45 to 49",2766,"M","Working Full Time"
"7514","26980","Whitehorse","45 to 49",533,"M","Working Part Time"
"7515","26980","Whitehorse","45 to 49",88,"M","Away From Work"
"7516","26980","Whitehorse","45 to 49",31,"M","Hours Worked Not Stated"
"7517","26980","Whitehorse","50 to 54",2673,"M","Working Full Time"
"7518","26980","Whitehorse","50 to 54",550,"M","Working Part Time"
"7519","26980","Whitehorse","50 to 54",74,"M","Away From Work"
"7520","26980","Whitehorse","50 to 54",51,"M","Hours Worked Not Stated"
"7521","26980","Whitehorse","55 to 59",2257,"M","Working Full Time"
"7522","26980","Whitehorse","55 to 59",607,"M","Working Part Time"
"7523","26980","Whitehorse","55 to 59",97,"M","Away From Work"
"7524","26980","Whitehorse","55 to 59",28,"M","Hours Worked Not Stated"
"7525","26980","Whitehorse","60 to 64",1519,"M","Working Full Time"
"7526","26980","Whitehorse","60 to 64",627,"M","Working Part Time"
"7527","26980","Whitehorse","60 to 64",109,"M","Away From Work"
"7528","26980","Whitehorse","60 to 64",20,"M","Hours Worked Not Stated"
"7529","26980","Whitehorse","65 to 69",609,"M","Working Full Time"
"7530","26980","Whitehorse","65 to 69",472,"M","Working Part Time"
"7531","26980","Whitehorse","65 to 69",73,"M","Away From Work"
"7532","26980","Whitehorse","65 to 69",11,"M","Hours Worked Not Stated"
"7533","26980","Whitehorse","70 to 74",180,"M","Working Full Time"
"7534","26980","Whitehorse","70 to 74",339,"M","Working Part Time"
"7535","26980","Whitehorse","70 to 74",29,"M","Away From Work"
"7536","26980","Whitehorse","70 to 74",10,"M","Hours Worked Not Stated"
"7537","26980","Whitehorse","75 or over",65,"M","Working Full Time"
"7538","26980","Whitehorse","75 or over",192,"M","Working Part Time"
"7539","26980","Whitehorse","75 or over",23,"M","Away From Work"
"7540","26980","Whitehorse","75 or over",12,"M","Hours Worked Not Stated"
"7541","26980","Whitehorse","15 to 19",67,"F","Working Full Time"
"7542","26980","Whitehorse","15 to 19",1513,"F","Working Part Time"
"7543","26980","Whitehorse","15 to 19",215,"F","Away From Work"
"7544","26980","Whitehorse","15 to 19",18,"F","Hours Worked Not Stated"
"7545","26980","Whitehorse","20 to 24",1050,"F","Working Full Time"
"7546","26980","Whitehorse","20 to 24",2205,"F","Working Part Time"
"7547","26980","Whitehorse","20 to 24",210,"F","Away From Work"
"7548","26980","Whitehorse","20 to 24",54,"F","Hours Worked Not Stated"
"7549","26980","Whitehorse","25 to 29",2490,"F","Working Full Time"
"7550","26980","Whitehorse","25 to 29",1535,"F","Working Part Time"
"7551","26980","Whitehorse","25 to 29",247,"F","Away From Work"
"7552","26980","Whitehorse","25 to 29",74,"F","Hours Worked Not Stated"
"7553","26980","Whitehorse","30 to 34",2407,"F","Working Full Time"
"7554","26980","Whitehorse","30 to 34",1760,"F","Working Part Time"
"7555","26980","Whitehorse","30 to 34",415,"F","Away From Work"
"7556","26980","Whitehorse","30 to 34",66,"F","Hours Worked Not Stated"
"7557","26980","Whitehorse","35 to 39",2085,"F","Working Full Time"
"7558","26980","Whitehorse","35 to 39",2178,"F","Working Part Time"
"7559","26980","Whitehorse","35 to 39",317,"F","Away From Work"
"7560","26980","Whitehorse","35 to 39",55,"F","Hours Worked Not Stated"
"7561","26980","Whitehorse","40 to 44",1980,"F","Working Full Time"
"7562","26980","Whitehorse","40 to 44",2060,"F","Working Part Time"
"7563","26980","Whitehorse","40 to 44",150,"F","Away From Work"
"7564","26980","Whitehorse","40 to 44",44,"F","Hours Worked Not Stated"
"7565","26980","Whitehorse","45 to 49",2241,"F","Working Full Time"
"7566","26980","Whitehorse","45 to 49",2083,"F","Working Part Time"
"7567","26980","Whitehorse","45 to 49",133,"F","Away From Work"
"7568","26980","Whitehorse","45 to 49",30,"F","Hours Worked Not Stated"
"7569","26980","Whitehorse","50 to 54",2211,"F","Working Full Time"
"7570","26980","Whitehorse","50 to 54",2034,"F","Working Part Time"
"7571","26980","Whitehorse","50 to 54",149,"F","Away From Work"
"7572","26980","Whitehorse","50 to 54",43,"F","Hours Worked Not Stated"
"7573","26980","Whitehorse","55 to 59",1805,"F","Working Full Time"
"7574","26980","Whitehorse","55 to 59",1799,"F","Working Part Time"
"7575","26980","Whitehorse","55 to 59",151,"F","Away From Work"
"7576","26980","Whitehorse","55 to 59",36,"F","Hours Worked Not Stated"
"7577","26980","Whitehorse","60 to 64",1076,"F","Working Full Time"
"7578","26980","Whitehorse","60 to 64",1413,"F","Working Part Time"
"7579","26980","Whitehorse","60 to 64",169,"F","Away From Work"
"7580","26980","Whitehorse","60 to 64",10,"F","Hours Worked Not Stated"
"7581","26980","Whitehorse","65 to 69",320,"F","Working Full Time"
"7582","26980","Whitehorse","65 to 69",749,"F","Working Part Time"
"7583","26980","Whitehorse","65 to 69",86,"F","Away From Work"
"7584","26980","Whitehorse","65 to 69",10,"F","Hours Worked Not Stated"
"7585","26980","Whitehorse","70 to 74",76,"F","Working Full Time"
"7586","26980","Whitehorse","70 to 74",268,"F","Working Part Time"
"7587","26980","Whitehorse","70 to 74",33,"F","Away From Work"
"7588","26980","Whitehorse","70 to 74",8,"F","Hours Worked Not Stated"
"7589","26980","Whitehorse","75 or over",16,"F","Working Full Time"
"7590","26980","Whitehorse","75 or over",123,"F","Working Part Time"
"7591","26980","Whitehorse","75 or over",19,"F","Away From Work"
"7592","26980","Whitehorse","75 or over",10,"F","Hours Worked Not Stated"
"7593","27070","Whittlesea","15 to 19",360,"M","Working Full Time"
"7594","27070","Whittlesea","15 to 19",1317,"M","Working Part Time"
"7595","27070","Whittlesea","15 to 19",119,"M","Away From Work"
"7596","27070","Whittlesea","15 to 19",29,"M","Hours Worked Not Stated"
"7597","27070","Whittlesea","20 to 24",1741,"M","Working Full Time"
"7598","27070","Whittlesea","20 to 24",1616,"M","Working Part Time"
"7599","27070","Whittlesea","20 to 24",123,"M","Away From Work"
"7600","27070","Whittlesea","20 to 24",100,"M","Hours Worked Not Stated"
"7601","27070","Whittlesea","25 to 29",3049,"M","Working Full Time"
"7602","27070","Whittlesea","25 to 29",1067,"M","Working Part Time"
"7603","27070","Whittlesea","25 to 29",120,"M","Away From Work"
"7604","27070","Whittlesea","25 to 29",150,"M","Hours Worked Not Stated"
"7605","27070","Whittlesea","30 to 34",3474,"M","Working Full Time"
"7606","27070","Whittlesea","30 to 34",811,"M","Working Part Time"
"7607","27070","Whittlesea","30 to 34",121,"M","Away From Work"
"7608","27070","Whittlesea","30 to 34",138,"M","Hours Worked Not Stated"
"7609","27070","Whittlesea","35 to 39",3458,"M","Working Full Time"
"7610","27070","Whittlesea","35 to 39",841,"M","Working Part Time"
"7611","27070","Whittlesea","35 to 39",101,"M","Away From Work"
"7612","27070","Whittlesea","35 to 39",117,"M","Hours Worked Not Stated"
"7613","27070","Whittlesea","40 to 44",3059,"M","Working Full Time"
"7614","27070","Whittlesea","40 to 44",618,"M","Working Part Time"
"7615","27070","Whittlesea","40 to 44",96,"M","Away From Work"
"7616","27070","Whittlesea","40 to 44",78,"M","Hours Worked Not Stated"
"7617","27070","Whittlesea","45 to 49",2815,"M","Working Full Time"
"7618","27070","Whittlesea","45 to 49",581,"M","Working Part Time"
"7619","27070","Whittlesea","45 to 49",87,"M","Away From Work"
"7620","27070","Whittlesea","45 to 49",50,"M","Hours Worked Not Stated"
"7621","27070","Whittlesea","50 to 54",2645,"M","Working Full Time"
"7622","27070","Whittlesea","50 to 54",519,"M","Working Part Time"
"7623","27070","Whittlesea","50 to 54",86,"M","Away From Work"
"7624","27070","Whittlesea","50 to 54",62,"M","Hours Worked Not Stated"
"7625","27070","Whittlesea","55 to 59",2280,"M","Working Full Time"
"7626","27070","Whittlesea","55 to 59",532,"M","Working Part Time"
"7627","27070","Whittlesea","55 to 59",83,"M","Away From Work"
"7628","27070","Whittlesea","55 to 59",57,"M","Hours Worked Not Stated"
"7629","27070","Whittlesea","60 to 64",1516,"M","Working Full Time"
"7630","27070","Whittlesea","60 to 64",493,"M","Working Part Time"
"7631","27070","Whittlesea","60 to 64",92,"M","Away From Work"
"7632","27070","Whittlesea","60 to 64",31,"M","Hours Worked Not Stated"
"7633","27070","Whittlesea","65 to 69",633,"M","Working Full Time"
"7634","27070","Whittlesea","65 to 69",333,"M","Working Part Time"
"7635","27070","Whittlesea","65 to 69",35,"M","Away From Work"
"7636","27070","Whittlesea","65 to 69",15,"M","Hours Worked Not Stated"
"7637","27070","Whittlesea","70 to 74",153,"M","Working Full Time"
"7638","27070","Whittlesea","70 to 74",169,"M","Working Part Time"
"7639","27070","Whittlesea","70 to 74",23,"M","Away From Work"
"7640","27070","Whittlesea","70 to 74",12,"M","Hours Worked Not Stated"
"7641","27070","Whittlesea","75 or over",66,"M","Working Full Time"
"7642","27070","Whittlesea","75 or over",94,"M","Working Part Time"
"7643","27070","Whittlesea","75 or over",13,"M","Away From Work"
"7644","27070","Whittlesea","75 or over",11,"M","Hours Worked Not Stated"
"7645","27070","Whittlesea","15 to 19",96,"F","Working Full Time"
"7646","27070","Whittlesea","15 to 19",1856,"F","Working Part Time"
"7647","27070","Whittlesea","15 to 19",200,"F","Away From Work"
"7648","27070","Whittlesea","15 to 19",26,"F","Hours Worked Not Stated"
"7649","27070","Whittlesea","20 to 24",1109,"F","Working Full Time"
"7650","27070","Whittlesea","20 to 24",1946,"F","Working Part Time"
"7651","27070","Whittlesea","20 to 24",235,"F","Away From Work"
"7652","27070","Whittlesea","20 to 24",71,"F","Hours Worked Not Stated"
"7653","27070","Whittlesea","25 to 29",2185,"F","Working Full Time"
"7654","27070","Whittlesea","25 to 29",1384,"F","Working Part Time"
"7655","27070","Whittlesea","25 to 29",229,"F","Away From Work"
"7656","27070","Whittlesea","25 to 29",88,"F","Hours Worked Not Stated"
"7657","27070","Whittlesea","30 to 34",1931,"F","Working Full Time"
